,State,County,Entity,Facility ID,Plant Name,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Primary Energy Source,Secondary Energy Source,Initial Year of Operation,location,latlons,lat,lon
138,KY,Hancock,Big Rivers Electric Corp,1381,Kenneth C Coleman,OP,205.0,138.0,138.0,22,BIT,,1970,Hancock+KY,"[-86.761749, 37.8280909]",37.8280909,-86.761749
139,KY,Hancock,Big Rivers Electric Corp,1381,Kenneth C Coleman,OP,192.0,155.0,155.0,22,BIT,,1971,Hancock+KY,"[-86.761749, 37.8280909]",37.8280909,-86.761749
140,KY,Henderson,Big Rivers Electric Corp,1382,HMP&L Station Two Henderson,OP,200.0,153.0,153.0,22,BIT,PC,1973,Henderson+KY,"[-87.59001339999999, 37.8361538]",37.8361538,-87.59001339999999
141,KY,Henderson,Big Rivers Electric Corp,1382,HMP&L Station Two Henderson,OP,205.0,159.0,159.0,22,BIT,PC,1974,Henderson+KY,"[-87.59001339999999, 37.8361538]",37.8361538,-87.59001339999999
142,KY,Webster,Big Rivers Electric Corp,1383,Robert A Reid,OP,96.0,65.0,65.0,22,BIT,NG,1966,Webster+KY,"[-86.3388635, 37.88895300000001]",37.88895300000001,-86.3388635
143,KY,Webster,Big Rivers Electric Corp,6639,R D Green,OP,293.0,231.0,231.0,22,BIT,PC,1979,Webster+KY,"[-86.3388635, 37.88895300000001]",37.88895300000001,-86.3388635
144,KY,Webster,Big Rivers Electric Corp,6639,R D Green,OP,293.0,223.0,223.0,22,BIT,PC,1981,Webster+KY,"[-86.3388635, 37.88895300000001]",37.88895300000001,-86.3388635
145,KY,Ohio,Big Rivers Electric Corp,6823,D B Wilson,OP,566.1,417.0,417.0,22,BIT,PC,1984,Ohio+KY,"[-86.8220341, 37.5108523]",37.5108523,-86.8220341
146,VA,King George,Birchwood Power Partners LP,54304,Birchwood Power,OP,258.3,237.8,242.2,22,BIT,DFO,1996,King George+VA,"[-77.18078419999999, 38.2664512]",38.2664512,-77.18078419999999
147,NY,Jefferson,Black River Generation LLC,10464,Black River Generation,OA,55.5,55.0,56.0,22,BIT,PC,1989,Jefferson+NY,"[-74.6102591, 42.4813303]",42.4813303,-74.6102591
148,MI,Ontonagon,White Pine Electric Power LLC,10148,White Pine Electric Power,OP,20.0,18.0,18.0,22,BIT,NG,1954,Ontonagon+MI,"[-89.31403019999999, 46.8710525]",46.8710525,-89.31403019999999
149,MI,Ontonagon,White Pine Electric Power LLC,10148,White Pine Electric Power,OP,20.0,18.0,18.0,22,BIT,NG,1954,Ontonagon+MI,"[-89.31403019999999, 46.8710525]",46.8710525,-89.31403019999999
150,MI,Ontonagon,White Pine Electric Power LLC,10148,White Pine Electric Power,OS,20.0,18.0,18.0,22,BIT,NG,1954,Ontonagon+MI,"[-89.31403019999999, 46.8710525]",46.8710525,-89.31403019999999
151,AL,Talladega,Bowater Nwprt Coosa Pines Op,54216,U S Alliance Coosa Pines,OP,12.5,11.6,11.8,322,BIT,DFO,1968,Talladega+AL,"[-86.1058048, 33.4359416]",33.4359416,-86.1058048
152,MI,St Clair,Cargill Inc,54965,Cargill Salt,OP,2.0,2.0,2.0,311,BIT,NG,1968,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
153,PA,Cambria,Cambria CoGen Co,10641,Cambria Cogen,OP,98.0,87.5,87.5,22,WC,,1991,Cambria+PA,"[-78.74762079999999, 40.4894231]",40.4894231,-78.74762079999999
154,OH,WAYNE,Caraustar Industries Inc,54235,Rittman Paperboard,SB,3.0,3.0,3.0,32213,BIT,,1928,WAYNE+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
155,OH,WAYNE,Caraustar Industries Inc,54235,Rittman Paperboard,SB,5.0,5.0,5.0,32213,BIT,,1940,WAYNE+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
156,OH,WAYNE,Caraustar Industries Inc,54235,Rittman Paperboard,SB,6.0,6.0,6.0,32213,BIT,,1946,WAYNE+OH,"[-83.4735393, 41.3014415]",41.3014415,-83.4735393
157,OH,Jefferson,Cardinal Operating Co,2828,Cardinal,OP,615.2,580.0,580.0,22,BIT,,1967,Jefferson+OH,"[-80.7698066, 41.7386662]",41.7386662,-80.7698066
158,OH,Jefferson,Cardinal Operating Co,2828,Cardinal,OP,615.2,590.0,590.0,22,BIT,,1967,Jefferson+OH,"[-80.7698066, 41.7386662]",41.7386662,-80.7698066
159,OH,Jefferson,Cardinal Operating Co,2828,Cardinal,OP,650.0,630.0,630.0,22,BIT,,1977,Jefferson+OH,"[-80.7698066, 41.7386662]",41.7386662,-80.7698066
160,NC,Buncombe,Progress Energy Carolinas Inc,2706,Asheville,OP,206.6,191.0,196.0,22,BIT,,1964,Buncombe+NC,"[-82.4752757, 35.59313770000001]",35.59313770000001,-82.4752757
161,NC,Buncombe,Progress Energy Carolinas Inc,2706,Asheville,OP,207.0,185.0,187.0,22,BIT,,1971,Buncombe+NC,"[-82.4752757, 35.59313770000001]",35.59313770000001,-82.4752757
162,NC,Chatham,Progress Energy Carolinas Inc,2708,Cape Fear,OP,140.6,144.0,148.0,22,BIT,,1956,Chatham+NC,"[-79.17806999999999, 35.7211289]",35.7211289,-79.17806999999999
163,NC,Chatham,Progress Energy Carolinas Inc,2708,Cape Fear,OP,187.9,172.0,175.0,22,BIT,,1958,Chatham+NC,"[-79.17806999999999, 35.7211289]",35.7211289,-79.17806999999999
164,NC,Wayne,Progress Energy Carolinas Inc,2709,HF Lee Plant,OP,75.0,74.0,80.0,22,BIT,,1952,Wayne+NC,"[-77.973865, 35.3565499]",35.3565499,-77.973865
165,NC,Wayne,Progress Energy Carolinas Inc,2709,HF Lee Plant,OP,75.0,68.0,80.0,22,BIT,,1951,Wayne+NC,"[-77.973865, 35.3565499]",35.3565499,-77.973865
166,NC,Wayne,Progress Energy Carolinas Inc,2709,HF Lee Plant,OP,252.4,240.0,252.0,22,BIT,,1962,Wayne+NC,"[-77.973865, 35.3565499]",35.3565499,-77.973865
167,NC,Person,Progress Energy Carolinas Inc,2712,Roxboro,OP,410.8,364.0,374.0,22,BIT,,1966,Person+NC,"[-78.9288242, 36.3528221]",36.3528221,-78.9288242
168,NC,Person,Progress Energy Carolinas Inc,2712,Roxboro,OP,657.0,659.0,667.0,22,BIT,,1968,Person+NC,"[-78.9288242, 36.3528221]",36.3528221,-78.9288242
169,NC,Person,Progress Energy Carolinas Inc,2712,Roxboro,OP,745.2,696.0,698.0,22,BIT,,1973,Person+NC,"[-78.9288242, 36.3528221]",36.3528221,-78.9288242
170,NC,Person,Progress Energy Carolinas Inc,2712,Roxboro,OP,745.2,698.0,711.0,22,BIT,,1980,Person+NC,"[-78.9288242, 36.3528221]",36.3528221,-78.9288242
171,NC,New Hanover,Progress Energy Carolinas Inc,2713,L V Sutton,OP,112.5,97.0,98.0,22,BIT,,1954,New Hanover+NC,"[-77.88245959999999, 34.2154913]",34.2154913,-77.88245959999999
172,NC,New Hanover,Progress Energy Carolinas Inc,2713,L V Sutton,OP,112.5,104.0,107.0,22,BIT,,1955,New Hanover+NC,"[-77.88245959999999, 34.2154913]",34.2154913,-77.88245959999999
173,NC,New Hanover,Progress Energy Carolinas Inc,2713,L V Sutton,OP,446.6,374.0,411.0,22,BIT,,1972,New Hanover+NC,"[-77.88245959999999, 34.2154913]",34.2154913,-77.88245959999999
174,SC,Darlington,Progress Energy Carolinas Inc,3251,H B Robinson,OP,206.6,177.0,179.0,22,BIT,,1960,Darlington+SC,"[-79.8761741, 34.2998762]",34.2998762,-79.8761741
175,NC,Person,Progress Energy Carolinas Inc,6250,Mayo,OP,735.8,727.0,735.0,22,BIT,,1983,Person+NC,"[-78.9288242, 36.3528221]",36.3528221,-78.9288242
176,TN,Shelby,Cargill Inc,10729,Cargill Corn Wet Milling Plant,OP,25.0,10.3,10.3,311,BIT,NG,1985,Shelby+TN,"[-89.9253233, 35.1268552]",35.1268552,-89.9253233
177,IA,Monroe,Cargill Inc North America Sweetners,10855,Cargill Corn Milling Division,SB,20.0,18.7,18.8,311,SUB,,1952,Monroe+IA,"[-93.1038129, 41.5208256]",41.5208256,-93.1038129
178,IA,Monroe,Cargill Inc North America Sweetners,10855,Cargill Corn Milling Division,OP,20.0,18.0,18.0,311,SUB,,1952,Monroe+IA,"[-93.1038129, 41.5208256]",41.5208256,-93.1038129
179,IA,Black Hawk,Cedar Falls Utilities,1131,Streeter Station,OP,16.5,16.5,19.4,22,BIT,NG,1963,Black Hawk+IA,"[-92.38136209999999, 42.447804]",42.447804,-92.38136209999999
180,IA,Black Hawk,Cedar Falls Utilities,1131,Streeter Station,OP,35.0,35.0,35.7,22,BIT,NG,1973,Black Hawk+IA,"[-92.38136209999999, 42.447804]",42.447804,-92.38136209999999
181,MO,Osage,Central Electric Power Coop - (MO),2169,Chamois,OP,15.0,16.0,17.0,22,BIT,,1953,Osage+MO,"[-91.9099238, 38.3853377]",38.3853377,-91.9099238
182,MO,Osage,Central Electric Power Coop - (MO),2169,Chamois,OP,44.0,47.0,50.0,22,SUB,BIT,1960,Osage+MO,"[-91.9099238, 38.3853377]",38.3853377,-91.9099238
183,IA,MUSCATINE,Central Iowa Power Cooperative,1218,Fair Station,OP,25.0,23.0,24.0,22,BIT,NG,1960,MUSCATINE+IA,"[-91.0432051, 41.424473]",41.424473,-91.0432051
184,IA,MUSCATINE,Central Iowa Power Cooperative,1218,Fair Station,OP,37.5,41.0,42.0,22,BIT,NG,1967,MUSCATINE+IA,"[-91.0432051, 41.424473]",41.424473,-91.0432051
185,LA,De Soto,Cleco Power LLC,51,Dolet Hills,OP,720.7,638.0,638.0,22,LIG,,1986,De Soto+LA,"[-93.66232389999999, 32.0310567]",32.0310567,-93.66232389999999
186,LA,Rapides,Cleco Power LLC,6190,Brame Energy Center,OP,558.0,493.0,493.0,22,SUB,,1982,Rapides+LA,"[-92.58680950000002, 31.3635131]",31.3635131,-92.58680950000002
187,IN,ADAMS,Bunge North America East LLC,50316,Bunge North America East LLC,OP,2.0,2.2,2.2,311,BIT,,1950,ADAMS+IN,"[-85.559973, 39.3825496]",39.3825496,-85.559973
188,FL,Hernando,Central Power & Lime Inc,10333,Central Power & Lime,OP,125.0,135.0,140.0,22,BIT,,1988,Hernando+FL,"[-82.37454009999999, 28.8999815]",28.8999815,-82.37454009999999
189,OH,Clermont,Duke Energy Ohio Inc,2830,Walter C Beckjord,OP,115.0,94.0,94.0,22,BIT,,1952,Clermont+OH,"[-84.1857115, 39.0928449]",39.0928449,-84.1857115
190,OH,Clermont,Duke Energy Ohio Inc,2830,Walter C Beckjord,OP,112.5,94.0,94.0,22,BIT,,1953,Clermont+OH,"[-84.1857115, 39.0928449]",39.0928449,-84.1857115
191,OH,Clermont,Duke Energy Ohio Inc,2830,Walter C Beckjord,OP,125.0,128.0,128.0,22,BIT,,1954,Clermont+OH,"[-84.1857115, 39.0928449]",39.0928449,-84.1857115
192,OH,Clermont,Duke Energy Ohio Inc,2830,Walter C Beckjord,OP,163.2,150.0,150.0,22,BIT,,1958,Clermont+OH,"[-84.1857115, 39.0928449]",39.0928449,-84.1857115
193,OH,Clermont,Duke Energy Ohio Inc,2830,Walter C Beckjord,OP,244.8,238.0,238.0,22,BIT,,1962,Clermont+OH,"[-84.1857115, 39.0928449]",39.0928449,-84.1857115
194,OH,Clermont,Duke Energy Ohio Inc,2830,Walter C Beckjord,OP,460.8,414.0,420.0,22,BIT,,1969,Clermont+OH,"[-84.1857115, 39.0928449]",39.0928449,-84.1857115
195,OH,Hamilton,Duke Energy Ohio Inc,2832,Miami Fort,OP,163.2,163.0,163.0,22,BIT,,1960,Hamilton+OH,"[-84.5613355, 39.3995008]",39.3995008,-84.5613355
196,OH,Hamilton,Duke Energy Ohio Inc,2832,Miami Fort,OP,557.1,510.0,510.0,22,BIT,,1975,Hamilton+OH,"[-84.5613355, 39.3995008]",39.3995008,-84.5613355
197,OH,Hamilton,Duke Energy Ohio Inc,2832,Miami Fort,OP,557.7,510.0,510.0,22,BIT,,1978,Hamilton+OH,"[-84.5613355, 39.3995008]",39.3995008,-84.5613355
198,OH,Clermont,Duke Energy Ohio Inc,6019,W H Zimmer,OP,1425.6,1300.0,1300.0,22,BIT,,1991,Clermont+OH,"[-84.1857115, 39.0928449]",39.0928449,-84.1857115
199,MS,Choctaw,Choctaw Generating LP,55076,Red Hills Generating Facility,OP,513.7,440.0,440.0,22,LIG,NG,2001,Choctaw+MS,"[-89.1311937, 32.8294273]",32.8294273,-89.1311937
200,IN,Marion,Citizens Thermal Energy,992,CC Perry K,OP,15.0,10.0,10.0,22,BIT,PUR,1925,Marion+IN,"[-85.6591442, 40.5583739]",40.5583739,-85.6591442
201,IN,Marion,Citizens Thermal Energy,992,CC Perry K,OP,5.0,3.0,5.0,22,BIT,NG,1938,Marion+IN,"[-85.6591442, 40.5583739]",40.5583739,-85.6591442
202,IN,Marion,Citizens Thermal Energy,992,CC Perry K,OP,1.7,1.7,1.7,22,BIT,NG,2009,Marion+IN,"[-85.6591442, 40.5583739]",40.5583739,-85.6591442
203,IN,Marion,Citizens Thermal Energy,992,CC Perry K,OP,1.7,1.7,1.7,22,BIT,NG,2009,Marion+IN,"[-85.6591442, 40.5583739]",40.5583739,-85.6591442
204,MN,Lake,Cleveland Cliffs Inc,10849,Silver Bay Power,OP,50.0,36.0,36.0,331,SUB,NG,1955,Lake+MN,"[-91.4964639, 47.5964304]",47.5964304,-91.4964639
205,MN,Lake,Cleveland Cliffs Inc,10849,Silver Bay Power,OP,81.6,69.0,69.0,331,SUB,NG,1962,Lake+MN,"[-91.4964639, 47.5964304]",47.5964304,-91.4964639
206,CO,El Paso,City of Colorado Springs - (CO),492,Martin Drake,OP,50.0,46.0,46.0,22,SUB,BIT,1962,El Paso+CO,"[-104.4723301, 38.9108325]",38.9108325,-104.4723301
207,CO,El Paso,City of Colorado Springs - (CO),492,Martin Drake,OP,75.0,77.0,77.0,22,SUB,BIT,1968,El Paso+CO,"[-104.4723301, 38.9108325]",38.9108325,-104.4723301
208,CO,El Paso,City of Colorado Springs - (CO),492,Martin Drake,OP,132.0,131.0,131.0,22,SUB,BIT,1974,El Paso+CO,"[-104.4723301, 38.9108325]",38.9108325,-104.4723301
209,CO,El Paso,City of Colorado Springs - (CO),8219,Ray D Nixon,OP,207.0,208.0,208.0,22,SUB,BIT,1980,El Paso+CO,"[-104.4723301, 38.9108325]",38.9108325,-104.4723301
210,MO,Boone,City of Columbia,2123,Columbia,OP,16.5,16.5,16.5,22,BIT,,1957,Boone+MO,"[-92.38136209999999, 39.0468547]",39.0468547,-92.38136209999999
211,MO,Boone,City of Columbia,2123,Columbia,OP,22.0,22.0,22.0,22,BIT,,1965,Boone+MO,"[-92.38136209999999, 39.0468547]",39.0468547,-92.38136209999999
212,PA,CLARION,Colmac Clarion Inc,54144,Piney Creek Project,OP,36.2,32.5,32.5,22,WC,WDS,1992,CLARION+PA,"[-79.3853218, 41.2147851]",41.2147851,-79.3853218
213,MD,Anne Arundel,Constellation Power Source Gen,602,Brandon Shores,OP,685.0,635.0,635.0,22,BIT,,1984,Anne Arundel+MD,"[-76.5488232, 38.9530109]",38.9530109,-76.5488232
214,MD,Anne Arundel,Constellation Power Source Gen,602,Brandon Shores,OP,685.0,638.0,638.0,22,BIT,,1991,Anne Arundel+MD,"[-76.5488232, 38.9530109]",38.9530109,-76.5488232
215,MD,Baltimore,Constellation Power Source Gen,1552,C P Crane,OP,190.4,190.0,190.0,22,BIT,,1961,Baltimore+MD,"[-76.6121893, 39.2903848]",39.2903848,-76.6121893
216,MD,Baltimore,Constellation Power Source Gen,1552,C P Crane,OP,209.4,195.0,195.0,22,BIT,,1963,Baltimore+MD,"[-76.6121893, 39.2903848]",39.2903848,-76.6121893
217,MD,Anne Arundel,Constellation Power Source Gen,1554,Herbert A Wagner,OP,136.0,135.0,135.0,22,BIT,,1959,Anne Arundel+MD,"[-76.5488232, 38.9530109]",38.9530109,-76.5488232
218,MD,Anne Arundel,Constellation Power Source Gen,1554,Herbert A Wagner,OP,359.0,305.0,305.0,22,BIT,,1966,Anne Arundel+MD,"[-76.5488232, 38.9530109]",38.9530109,-76.5488232
219,MT,Rosebud,Colstrip Energy LP,10784,Colstrip Energy LP,OP,46.1,35.0,40.5,22,WC,,1990,Rosebud+MT,"[-106.444746, 46.27444240000001]",46.27444240000001,-106.444746
220,IL,Cook,Corn Products Intl Inc,54556,Corn Products Illinois,OP,22.5,21.1,21.2,311,BIT,NG,1991,Cook+IL,"[-87.697554, 41.7376587]",41.7376587,-87.697554
221,IL,Cook,Corn Products Intl Inc,54556,Corn Products Illinois,OP,22.5,21.1,21.2,311,BIT,NG,1991,Cook+IL,"[-87.697554, 41.7376587]",41.7376587,-87.697554
222,MI,Muskegon,Consumers Energy Co,1695,B C Cobb,OP,156.3,156.0,160.0,22,SUB,BIT,1956,Muskegon+MI,"[-86.24839209999999, 43.2341813]",43.2341813,-86.24839209999999
223,MI,Muskegon,Consumers Energy Co,1695,B C Cobb,OP,156.3,156.0,160.0,22,SUB,BIT,1957,Muskegon+MI,"[-86.24839209999999, 43.2341813]",43.2341813,-86.24839209999999
224,MI,Bay,Consumers Energy Co,1702,Dan E Karn,OP,136.0,255.0,255.0,22,SUB,BIT,1959,Bay+MI,"[-84.01674229999999, 43.7109732]",43.7109732,-84.01674229999999
225,MI,Bay,Consumers Energy Co,1702,Dan E Karn,OP,136.0,,,22,SUB,BIT,1959,Bay+MI,"[-84.01674229999999, 43.7109732]",43.7109732,-84.01674229999999
226,MI,Bay,Consumers Energy Co,1702,Dan E Karn,OP,136.0,260.0,260.0,22,SUB,BIT,1961,Bay+MI,"[-84.01674229999999, 43.7109732]",43.7109732,-84.01674229999999
227,MI,Bay,Consumers Energy Co,1702,Dan E Karn,OP,136.0,,,22,SUB,BIT,1961,Bay+MI,"[-84.01674229999999, 43.7109732]",43.7109732,-84.01674229999999
228,MI,Ottawa,Consumers Energy Co,1710,J H Campbell,OP,265.2,260.0,260.0,22,SUB,,1962,Ottawa+MI,"[-86.0937312, 42.95302299999999]",42.95302299999999,-86.0937312
229,MI,Ottawa,Consumers Energy Co,1710,J H Campbell,OP,403.9,355.0,360.0,22,SUB,BIT,1967,Ottawa+MI,"[-86.0937312, 42.95302299999999]",42.95302299999999,-86.0937312
230,MI,Ottawa,Consumers Energy Co,1710,J H Campbell,OP,916.8,825.0,835.0,22,SUB,,1980,Ottawa+MI,"[-86.0937312, 42.95302299999999]",42.95302299999999,-86.0937312
231,MI,Bay,Consumers Energy Co,1720,J C Weadock,OP,156.3,155.0,155.0,22,SUB,BIT,1955,Bay+MI,"[-84.01674229999999, 43.7109732]",43.7109732,-84.01674229999999
232,MI,Bay,Consumers Energy Co,1720,J C Weadock,OP,156.3,155.0,155.0,22,SUB,BIT,1958,Bay+MI,"[-84.01674229999999, 43.7109732]",43.7109732,-84.01674229999999
233,MI,Monroe,Consumers Energy Co,1723,J R Whiting,OP,106.3,97.1,99.1,22,SUB,BIT,1952,Monroe+MI,"[-83.3977101, 41.9164343]",41.9164343,-83.3977101
234,MI,Monroe,Consumers Energy Co,1723,J R Whiting,OP,106.3,101.4,102.0,22,SUB,BIT,1952,Monroe+MI,"[-83.3977101, 41.9164343]",41.9164343,-83.3977101
235,MI,Monroe,Consumers Energy Co,1723,J R Whiting,OP,132.8,124.0,124.0,22,SUB,BIT,1953,Monroe+MI,"[-83.3977101, 41.9164343]",41.9164343,-83.3977101
236,IA,Clay,Corn Belt Power Coop,1217,Earl F Wisdom,OP,33.0,37.5,38.0,22,BIT,SUB,1960,Clay+IA,"[-95.1432068, 43.1368038]",43.1368038,-95.1432068
237,IN,Montgomery,"Crawfordsville Elec, Lgt & Pwr",1024,Crawfordsville,OP,11.5,10.6,10.6,22,BIT,,1955,Montgomery+IN,"[-87.0461181, 38.66254929999999]",38.66254929999999,-87.0461181
238,IN,Montgomery,"Crawfordsville Elec, Lgt & Pwr",1024,Crawfordsville,OP,12.6,12.6,12.6,22,BIT,,1965,Montgomery+IN,"[-87.0461181, 38.66254929999999]",38.66254929999999,-87.0461181
239,GA,WORTH,Crisp County Power Comm,753,Crisp Plant,OP,12.5,10.0,10.0,22,BIT,,1957,WORTH+GA,"[-83.8897057, 31.5282489]",31.5282489,-83.8897057
240,WI,Buffalo,Dairyland Power Coop,4140,Alma,OP,15.0,18.9,20.6,22,BIT,SUB,1947,Buffalo+WI,"[-91.8643249, 44.23052]",44.23052,-91.8643249
241,WI,Buffalo,Dairyland Power Coop,4140,Alma,OP,15.0,18.0,19.7,22,BIT,SUB,1947,Buffalo+WI,"[-91.8643249, 44.23052]",44.23052,-91.8643249
242,WI,Buffalo,Dairyland Power Coop,4140,Alma,OP,15.0,18.9,20.6,22,BIT,SUB,1951,Buffalo+WI,"[-91.8643249, 44.23052]",44.23052,-91.8643249
243,WI,Buffalo,Dairyland Power Coop,4140,Alma,OP,54.4,48.2,53.2,22,BIT,SUB,1957,Buffalo+WI,"[-91.8643249, 44.23052]",44.23052,-91.8643249
244,WI,Buffalo,Dairyland Power Coop,4140,Alma,OP,81.6,72.2,79.5,22,BIT,SUB,1960,Buffalo+WI,"[-91.8643249, 44.23052]",44.23052,-91.8643249
245,WI,Vernon,Dairyland Power Coop,4143,Genoa,OP,345.6,269.4,280.0,22,SUB,BIT,1969,Vernon+WI,"[-88.2523142, 42.9036248]",42.9036248,-88.2523142
246,WI,Buffalo,Dairyland Power Coop,4271,John P Madgett,OP,387.0,372.0,374.7,22,SUB,,1979,Buffalo+WI,"[-91.8643249, 44.23052]",44.23052,-91.8643249
247,OH,Montgomery,Dayton Power & Light Co,2848,O H Hutchings,OP,69.0,58.0,59.0,22,BIT,NG,1948,Montgomery+OH,"[-84.35410619999999, 39.2281143]",39.2281143,-84.35410619999999
248,OH,Montgomery,Dayton Power & Light Co,2848,O H Hutchings,OP,69.0,55.0,56.0,22,BIT,NG,1949,Montgomery+OH,"[-84.35410619999999, 39.2281143]",39.2281143,-84.35410619999999
249,OH,Montgomery,Dayton Power & Light Co,2848,O H Hutchings,OP,69.0,63.0,64.0,22,BIT,NG,1950,Montgomery+OH,"[-84.35410619999999, 39.2281143]",39.2281143,-84.35410619999999
250,OH,Montgomery,Dayton Power & Light Co,2848,O H Hutchings,OP,69.0,63.0,64.0,22,BIT,NG,1951,Montgomery+OH,"[-84.35410619999999, 39.2281143]",39.2281143,-84.35410619999999
251,OH,Montgomery,Dayton Power & Light Co,2848,O H Hutchings,OP,69.0,63.0,64.0,22,BIT,NG,1952,Montgomery+OH,"[-84.35410619999999, 39.2281143]",39.2281143,-84.35410619999999
252,OH,Montgomery,Dayton Power & Light Co,2848,O H Hutchings,OP,69.0,63.0,64.0,22,BIT,NG,1953,Montgomery+OH,"[-84.35410619999999, 39.2281143]",39.2281143,-84.35410619999999
253,OH,Adams,Dayton Power & Light Co,2850,J M Stuart,OP,610.2,577.0,577.0,22,BIT,,1971,Adams+OH,"[-83.5070203, 38.8907822]",38.8907822,-83.5070203
254,OH,Adams,Dayton Power & Light Co,2850,J M Stuart,OP,610.2,577.0,577.0,22,BIT,,1970,Adams+OH,"[-83.5070203, 38.8907822]",38.8907822,-83.5070203
255,OH,Adams,Dayton Power & Light Co,2850,J M Stuart,OP,610.2,577.0,577.0,22,BIT,,1972,Adams+OH,"[-83.5070203, 38.8907822]",38.8907822,-83.5070203
256,OH,Adams,Dayton Power & Light Co,2850,J M Stuart,OP,610.2,577.0,577.0,22,BIT,,1974,Adams+OH,"[-83.5070203, 38.8907822]",38.8907822,-83.5070203
257,OH,Adams,Dayton Power & Light Co,6031,Killen Station,OP,660.6,600.0,600.0,22,BIT,,1982,Adams+OH,"[-83.5070203, 38.8907822]",38.8907822,-83.5070203
258,WI,Wood,Domtar Industries Inc,50395,Georgia-Pacific Corp - Nekoosa Mill,OP,6.0,5.7,5.5,322122,BIT,NG,1951,Wood+WI,"[-90.0746767, 44.4747774]",44.4747774,-90.0746767
259,WI,Wood,Domtar Industries Inc,50395,Georgia-Pacific Corp - Nekoosa Mill,OP,16.0,13.0,15.0,322122,BIT,WDS,1966,Wood+WI,"[-90.0746767, 44.4747774]",44.4747774,-90.0746767
260,MI,Huron,Detroit Edison Co,1731,Harbor Beach,OP,121.0,95.0,103.0,22,BIT,DFO,1968,Huron+MI,"[-82.4846115, 45.0522366]",45.0522366,-82.4846115
261,MI,Monroe,Detroit Edison Co,1733,Monroe,OP,817.2,668.0,770.0,22,SUB,BIT,1971,Monroe+MI,"[-83.3977101, 41.9164343]",41.9164343,-83.3977101
262,MI,Monroe,Detroit Edison Co,1733,Monroe,OP,822.6,748.0,795.0,22,SUB,BIT,1973,Monroe+MI,"[-83.3977101, 41.9164343]",41.9164343,-83.3977101
263,MI,Monroe,Detroit Edison Co,1733,Monroe,OP,822.6,752.0,795.0,22,SUB,BIT,1973,Monroe+MI,"[-83.3977101, 41.9164343]",41.9164343,-83.3977101
264,MI,Monroe,Detroit Edison Co,1733,Monroe,OP,817.2,762.0,775.0,22,SUB,BIT,1974,Monroe+MI,"[-83.3977101, 41.9164343]",41.9164343,-83.3977101
265,MI,Wayne,Detroit Edison Co,1740,River Rouge,OP,292.5,251.0,260.0,22,SUB,BIT,1957,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
266,MI,Wayne,Detroit Edison Co,1740,River Rouge,OP,358.1,276.0,280.0,22,SUB,BIT,1958,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
267,MI,St Clair,Detroit Edison Co,1743,St Clair,OP,168.7,152.0,158.0,22,SUB,BIT,1953,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
268,MI,St Clair,Detroit Edison Co,1743,St Clair,OP,156.2,153.0,162.0,22,SUB,BIT,1953,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
269,MI,St Clair,Detroit Edison Co,1743,St Clair,OP,156.2,165.0,168.0,22,SUB,BIT,1954,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
270,MI,St Clair,Detroit Edison Co,1743,St Clair,OP,168.7,147.0,155.0,22,SUB,BIT,1954,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
271,MI,St Clair,Detroit Edison Co,1743,St Clair,OP,352.7,307.0,321.0,22,SUB,BIT,1961,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
272,MI,St Clair,Detroit Edison Co,1743,St Clair,OP,544.5,450.0,450.0,22,SUB,BIT,1969,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
273,MI,Wayne,Detroit Edison Co,1745,Trenton Channel,OP,120.0,111.0,110.0,22,SUB,BIT,1949,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
274,MI,Wayne,Detroit Edison Co,1745,Trenton Channel,OP,120.0,78.0,100.0,22,SUB,BIT,1950,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
275,MI,Wayne,Detroit Edison Co,1745,Trenton Channel,OP,535.5,524.0,520.0,22,SUB,BIT,1968,Wayne+MI,"[-83.3863214, 42.2814269]",42.2814269,-83.3863214
276,MI,St Clair,Detroit Edison Co,6034,Belle River,OP,697.5,642.0,635.0,22,SUB,DFO,1984,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
277,MI,St Clair,Detroit Edison Co,6034,Belle River,OP,697.5,642.0,635.0,22,SUB,DFO,1985,St Clair+MI,"[-82.486024, 42.8208653]",42.8208653,-82.486024
