,PLANT_NAME,ONLINE_MW,FACILITY,PRIMARY_FUEL,TECHNOLOGY,STATUS,location,lat,lon
955,CALPINE GILROY COGEN,123.4,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,GILROY+CA,37.0057816,-121.5682751
956,UC SANTA CRUZ SPORTS FACILITY,0.29,OIL/GAS,NATURAL GAS,,OPERATIONAL,SANTA CRUZ+CA,36.9741171,-122.0307963
957,OWL COMPANIES,0.6,OIL/GAS,NATURAL GAS,,OPERATIONAL,SANTA CRUZ+CA,36.9741171,-122.0307963
958,STREET JAIL,0.18,OIL/GAS,NATURAL GAS,,OPERATIONAL,SANTA CRUZ+CA,36.9741171,-122.0307963
959,SANTA CRUZ COGEN,2.93,OIL/GAS,NATURAL GAS,,OPERATIONAL,SANTA CRUZ+CA,36.9741171,-122.0307963
960,SANTA CRUZ ENERGY,1.6,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SANTA CRUZ+CA,36.9741171,-122.0307963
961,SANTA CRUZ WWTP,0.65,OIL/GAS,NATURAL GAS,,OPERATIONAL,SANTA CRUZ+CA,36.9741171,-122.0307963
962,WATSONVILLE COGEN,31.0,OIL/GAS,NATURAL GAS,"STEAM TURBINE, GAS TURBINE",OPERATIONAL,WATSONVILLE+CA,36.910231,-121.7568946
963,SALINAS,1.5,WTE,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,SALINAS+CA,36.6777372,-121.6555013
964,MONTEREY POWER CO.,6.5,OIL/GAS,NATURAL GAS,STEAM TURBINE,OPERATIONAL,SALINAS+CA,36.6777372,-121.6555013
965,MONTEREY REG.  POLLUTION CONTROL COGEN,3.8,WTE,MSW,"GAS TURBINE, SEWAGE",OPERATIONAL,MARINA+CA,36.68440289999999,-121.802173
966,ASILOMAR,0.55,OIL/GAS,NATURAL GAS,,OPERATIONAL,PACIFIC GROVE+CA,36.6177374,-121.9166215
967,TULARE DETENTION FACILITY,0.55,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,VISALIA+CA,36.3302284,-119.2920585
968,MM TULARE ENERGY LLC,1.8,WTE,LANDFILL GAS,"GAS TURBINE, COMBINED CYCLE",OPERATIONAL,VISALIA+CA,36.3302284,-119.2920585
969,KAWEAH HOSPITAL,1.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,VISALIA+CA,36.3302284,-119.2920585
970,CALPINE KING CITY COGEN,130.0,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,KING CITY+CA,36.2127439,-121.1260287
971,WOODVILLE LANDFILL,0.6,WTE,MSW,RECIPROCATING ENGINE,OPERATIONAL,TULARE+CA,36.2077288,-119.3473379
972,SALINAS RIVER COGEN,38.9,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN ARDO+CA,36.0205207,-120.9051826
973,SARGENT CANYON COGEN,38.2,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SAN ARDO+CA,36.0205207,-120.9051826
974,ARGUS COGEN,55.0,COAL,COAL,"COAL GASSIFICATION, COAL FIRED TOPPING CYCLE",OPERATIONAL,ARGUS+CA,35.7471769,-117.3953351
975,ACE COGEN.,108.0,COAL,COAL,"COAL FIRED, TOPPING CYCLE",OPERATIONAL,TRONA+CA,35.7627371,-117.37309
976,WESTEND,20.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,TRONA+CA,35.7627371,-117.37309
977,RIO BRAVO JASMIN,35.0,COAL,"COAL, PETROLEUM COKE",STEAM TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
978,DELANO ENERGY,50.0,WTE,WOODWASTE,STEAM TURBINE,OPERATIONAL,DELANO+CA,35.7688425,-119.2470536
979,ISABELLA,13.9,HYDROELECTRIC,WATER,"HYDRO, DAM-SITE",OPERATIONAL,LAKE ISABELLA+CA,35.6180087,-118.473141
980,LOST HILLS,9.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,LOST HILLS+CA,35.616349,-119.6942941
981,MT. POSO COGEN,44.0,WTE,BIOMASS,DIRECT COMBUSTION,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
982,RIO BRAVO POSO,24.3,COAL,"COAL, PETROLEUM COKE",COMBINED CYCLE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
983,HIGH SIERRA LTD.,48.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
984,KERN FRONT LTD.,48.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
985,"DOUBLE  ""C""  LTD.",48.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
986,LIVE OAK COGEN,47.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
987,BADGER CREEK LTD.,47.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
988,"ARCO - FEE ""A""",7.46,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,OILDALE+CA,35.4196799,-119.0195452
989,"ARCO - FEE ""B""",3.73,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,OILDALE+CA,35.4196799,-119.0195452
990,"ARCO - FEE ""C""",8.48,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,OILDALE+CA,35.4196799,-119.0195452
991,KERN RIVER COGEN,300.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
992,DAI/OILDALE COGEN,31.02,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,OILDALE+CA,35.4196799,-119.0195452
993,RIO BRAVO,14.0,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
994,SOUTH BELRIDGE COGEN,60.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
995,SYCAMORE COGEN,300.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
996,CAL RESOURCES - N. MIDWAY SUNSET,3.5,OIL/GAS,NATURAL GAS,,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
997,BEAR MOUNTAIN LTD.,47.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
998,OILDALE  COGEN,40.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,OILDALE+CA,35.4196799,-119.0195452
999,FRITO-LAY,6.05,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
1000,SEKR COGEN,27.6,OIL/GAS,NATURAL GAS,,OPERATIONAL,BAKERSFIELD+CA,35.3732921,-119.0187125
1001,CHEVRON CYMRIC,21.04,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
1002,WELPORT PROJECT,3.8,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
1003,MCKITTRICK COGEN,47.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
1004,TEXACO - MCKITTRICK,9.86,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
1005,STENNER CANYON,0.78,HYDROELECTRIC,WATER,HYDRO,OPERATIONAL,SAN LUIS OBISPO+CA,35.2827524,-120.6596156
1006,OCCIDENTAL OF ELK HILLS INC.,46.6,OIL/GAS,NATURAL GAS,,OPERATIONAL,TUPMAN+CA,35.2980185,-119.3512247
1007,NORTH MIDWAY,10.74,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,MCKITTRICK+CA,35.3055201,-119.6226239
1008,MIDSUN,26.0,OIL/GAS,NATURAL GAS,,OPERATIONAL,FELLOWS+CA,35.1785779,-119.5412328
1009,MIDWAY-SUNSET COGEN,234.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,FELLOWS+CA,35.1785779,-119.5412328
1010,DOME PROJECT,6.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,FELLOWS+CA,35.1785779,-119.5412328
1011,ARCO OXFORD,5.2,OIL/GAS,NATURAL GAS,,OPERATIONAL,FELLOWS+CA,35.1785779,-119.5412328
1012,MIDSET COGEN,39.1,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,TAFT+CA,35.1424671,-119.4565078
1013,CHEVRON - TAFT,10.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,TAFT+CA,35.1424671,-119.4565078
1014,SEGS VIII,92.0,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,HINKLEY+CA,34.9344769,-117.1993469
1015,M.H. WHITTIER CAL,0.5,OIL/GAS,NATURAL GAS,,OPERATIONAL,TAFT+CA,35.1424671,-119.4565078
1016,"CABAZON POWER PARTNERS, LLC",41.0,WIND,WIND,WIND TURBINE,OPERATIONAL,CABAZON+CA,33.9175154,-116.7872399
1017,MOGUL ENERGY CORP.,4.0,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1018,WINDSONG,2.4,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1019,CTV POWER PURCHASE CONTRACT TRUST,4.5,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1020,CORAM ENERGY LLC (ECT),7.5,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1021,"ZOND SYSTEMS, INC. - 6039",6.24,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1022,"ZOND SYSTEMS, INC. - 6040",6.93,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1023,"ZOND SYSTEMS, INC. - 6041",6.02,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1024,"ZOND SYSTEMS, INC. - 6042",6.77,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1025,"ZOND SYSTEMS, INC. - 6043",17.0,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1026,"ZOND SYSTEMS, INC. - 6044",22.5,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1027,CORAM ENERGY LLC,3.0,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1028,WIND RESOURCE I,8.71,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1029,"WINDRIDGE, INC.",2.73,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1030,SKY RIVER LLC,76.9,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1031,"TERRA-GEN 251 WIND, LLC",16.5,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1032,"AES TEHACHAPI WIND, LLC. (NORTHWIND)",6.32,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1033,WIND RESOURCE II,22.4,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1034,SEGS IX,92.0,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,HINKLEY+CA,34.9344769,-117.1993469
1035,MOJAVE COGEN,55.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,EDWARDS+CA,34.9240314,-117.8912085
1036,BERRY PETROLEUM CO.,18.4,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,TAFT+CA,35.1424671,-119.4565078
1037,VICTORY GARDEN PHASE IV,22.0,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1038,BORON,42.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,EDWARDS+CA,34.9240314,-117.8912085
1039,CHALK CLIFF COGEN,47.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,MARICOPA+CA,35.058858,-119.4009509
1040,BERRY COGEN - MIDWAY SUNSET,37.2,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,TAFT+CA,35.1424671,-119.4565078
1041,SEGS VI,35.0,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,BORON+CA,34.9994202,-117.6497822
1042,VICTORY GARDEN WIND FARM,17.6,WIND,WIND,WIND TURBINE,OPERATIONAL,TEHACHAPI+CA,35.1321877,-118.4489739
1043,SEGS V,34.2,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,BORON+CA,34.9994202,-117.6497822
1044,SEGS VII,35.0,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,BORON+CA,34.9994202,-117.6497822
1045,SEGS IV,34.2,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,BORON+CA,34.9994202,-117.6497822
1046,SEGS III,34.2,SOLAR,PHOTOVOLTAIC,"STEAM TURBINE, PARABOLLIC TROUGH, SOLAR THERMAL",OPERATIONAL,BORON+CA,34.9994202,-117.6497822
1047,"ESI ENERGY, INC. - 6091",11.9,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1048,"RIDGETOP ENERGY, LLC",29.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1049,RIDGETOP ENERGY LLC II,46.8,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1050,TEHACHAPI  POWER PURCHASE TRUST,28.7,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1051,"ESI ENERGY, INC. - 6057",33.6,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1052,"WINDLAND, INC.",16.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1053,"MOJAVE 3, 4, 5",75.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1054,"MOJAVE 16, 17, 18",85.0,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1055,OAK CREEK ENERGY SYSTEMS,34.5,WIND,WIND,WIND TURBINE,OPERATIONAL,MOJAVE+CA,35.0524699,-118.1739645
1056,KOCH CALIFORNIA LTD.,0.3,OIL/GAS,NATURAL GAS,,OPERATIONAL,NIPOMO+CA,35.0427547,-120.4759986
1057,WESTERN ROCK PRODUCTS,0.25,WTE,BIOMASS,BIOMASS RENEWABLE ENERGY,OPERATIONAL,NEWBERRY SPRINGS+CA,34.8272104,-116.6883644
1058,RIMROCK VILLAGE PARTERSHIP,0.12,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,BARSTOW+CA,34.8957957,-117.0172826
1059,SEGS I,13.8,SOLAR,PHOTOVOLTAIC,"PARABOLIC TROUGH & WIND TURBINE, SOLAR THERMAL",OPERATIONAL,DAGGETT+CA,34.8633187,-116.888092
1060,SEGS II,30.0,SOLAR,PHOTOVOLTAIC,PARABOLIC TROUGH,OPERATIONAL,DAGGETT+CA,34.8633187,-116.888092
1061,SANTA MARIA COGEN,9.5,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,SANTA MARIA+CA,34.9530337,-120.4357191
1062,TXI RIVERSIDE CEMENT,24.0,COAL,COAL,"COAL GASSIFICATION, COAL FIRED BOTTOMING CYCLE",OPERATIONAL,ORO GRANDE+CA,34.598816,-117.3342743
1063,VICTOR VALLEY COMMUNITY HOSPITAL,0.14,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,VICTORVILLE+CA,34.5361067,-117.2911565
1064,PITCHESS COGEN,28.76,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,CASTAIC+CA,34.4890363,-118.6256552
1065,PETROMINERALS CORP.,0.5,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,SAUGUS+CA,34.413889,-118.540556
1066,SANTA YNEZ,49.8,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,SANTA BARBARA+CA,34.4208305,-119.6981901
1067,MM TAJIGUAS ENERGY LLC,3.05,WTE,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,GAVIOA+CA,34.4716558,-120.2148716
1068,CO. SAN. DIST. 32 OF LA CO.  - VALENCIA,0.5,WTE,DIGESTER GAS,DIGESTER GAS/MUNICIPAL,OPERATIONAL,VALENCIA+CA,34.3898162,-118.5642291
1069,GAVIOTA,17.5,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,GOLETA+CA,34.4358294,-119.8276389
1070,SANTA BARBARA COUNTY JAIL,0.2,OIL/GAS,NATURAL GAS,"FUEL CELL, WASTEHEAT RECOVERY",OPERATIONAL,GOLETA+CA,34.4358294,-119.8276389
1071,HENRY MAYO NEWHALL MEMORIAL HOSP.,0.45,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,VALENCIA+CA,34.3898162,-118.5642291
1072,PLACERITA UNIT I,21.76,OIL/GAS,NATURAL GAS,"INTERNAL COMBUSTION, TOPPING CYCLE",OPERATIONAL,NEWHALL+CA,34.383889,-118.530556
1073,PLACERITA UNIT II,21.76,OIL/GAS,NATURAL GAS,"INTERNAL COMBUSTION, TOPPING CYCLE",OPERATIONAL,NEWHALL+CA,34.383889,-118.530556
1074,UCSB FUEL CELL,0.2,OIL/GAS,NATURAL GAS,"FUEL CELL, WASTEHEAT RECOVERY",OPERATIONAL,SANTA BARBARA+CA,34.4208305,-119.6981901
1075,UNOCAL RINCON COGEN,3.5,OIL/GAS,NATURAL GAS,"STEAM TURBINE, ENHANCED OIL RECOVERY",OPERATIONAL,VENTURA+CA,34.274646,-119.2290316
1076,MICRO UTILITY - LAKE ARROWHEAD HILTON,0.28,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,LAKE ARROWHEAD+CA,34.2483396,-117.1892078
1077,MCANALLY EGG RANCH,0.12,OIL/GAS,NATURAL GAS,NATURAL GAS,OPERATIONAL,YUCAIPA+CA,34.033625,-117.0430865
1078,MM LOPEZ  ENERGY LLC,6.06,WTE,MSW,RECIPROCATING ENGINE,OPERATIONAL,LAKE VIEW TERRACE+CA,34.2763908,-118.3611912
1079,VINTAGE PETROLEUM,3.5,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,VENTURA+CA,34.274646,-119.2290316
1080,JM LEATHERS,35.8,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1081,AW HOCH,35.8,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1082,JJ ELMORE,35.8,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1083,VULCAN,39.72,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1084,SALTON SEA 4,51.0,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1085,SALTON SEA 1,10.0,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1086,SALTON SEA 2,21.75,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1087,SALTON SEA 3,53.97,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,CALIPATRIA+CA,33.1255957,-115.5141538
1088,ALISO  MANAGEMENT AGENCY,1.2,WTE,DIGESTER GAS,DIGESTER GAS/MUNCIPAL,OPERATIONAL,LAGUNA NIGEL+CA,33.5225261,-117.7075526
1089,PAPER PAK PRODUCTS,1.4,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,LA VERNE+CA,34.1008426,-117.7678355
1090,CLAREMONT TENNIS CLUB,0.2,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,CLAREMONT+CA,34.0966764,-117.7197785
1091,SAN ANTONIO HOSPITAL,2.7,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,UPLAND+CA,34.09751,-117.6483876
1092,MT. SAN ANTONIO GARDENS,0.12,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,POMONA+CA,34.055103,-117.7499909
1093,POMONA POWER FACILITY,3.3,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,POMONA+CA,34.055103,-117.7499909
1094,POMONA VALLEY COMMUNITY HOSP.,0.8,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,POMONA+CA,34.055103,-117.7499909
1095,CAL POLY UNIVERSITY - POMONA,0.12,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,POMONA+CA,34.055103,-117.7499909
1096,SAN GABRIEL COGEN,42.0,OIL/GAS,NATURAL GAS,COMBINED CYCLE/TOPPING CYCLE,OPERATIONAL,POMONA+CA,34.055103,-117.7499909
1097,ONTARIO  MILL,34.0,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
1098,TRANSAMERICAN PLASTICS,0.34,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
1099,INDECK ONTARIO,11.8,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,ONTARIO+CA,34.0633443,-117.6508876
1100,SPADRA LANDFILL GAS TO ENERGY,10.6,WTE,LANDFILL GAS,STEAM TURBINE,OPERATIONAL,WALNUT+CA,34.0202894,-117.8653386
1101,CHINO NUG,31.2,OIL/GAS,NATURAL GAS,COMBINED CYCLE/TOPPING CYCLE,OPERATIONAL,CHINO+CA,34.0122346,-117.688944
1102,MM WEST COVINA LLC,11.7,WTE,LANDFILL GAS,"LANDFILL GAS, STEAM TURBINE",OPERATIONAL,WEST COVINA+CA,34.0686208,-117.9389526
1103,MICRO UTILITY - SAFE PLATING,0.1,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,INDUSTRY+CA,34.0197335,-117.9586754
1104,CORONA  COGEN,47.0,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,CORONA+CA,33.8752935,-117.5664384
1105,UNOCAL RESEARCH,3.62,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE/TOPPING CYCLE,OPERATIONAL,BREA+CA,33.9166805,-117.9000604
1106,BREA POWER PARTNERS LP,5.63,WTE,MSW,RECIPROCATING ENGINE,OPERATIONAL,BREA+CA,33.9166805,-117.9000604
1107,TURBINE TECH,0.15,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,YORBA LINDA+CA,33.8886259,-117.8131125
1108,PCA METAL FINISHING,0.1,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,FULLERTON+CA,33.8703596,-117.9242966
1109,B. BRAUN MEDICAL INC.,6.1,OIL/GAS,NATURAL GAS,"GAS TURBINE, COMBINED CYCLE",OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
1110,AMERICAN MCGAW,8.6,OIL/GAS,NATURAL GAS,"STEAM TURBINE, GAS TURBINE",OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
1111,AMERICAN MCGAW 2,6.1,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
1112,ROYALTY CARPET MILLS,0.43,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
1113,SOUTHERN CALIFORNIA GAS - HYATT REGENCY,0.2,OIL/GAS,NATURAL GAS,"FUEL CELL, WASTEHEAT RECOVERY",OPERATIONAL,IRVINE+CA,33.6839473,-117.7946942
1114,RED LION INN,0.46,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,COSTA MESA+CA,33.6411316,-117.9186689
1115,COYOTE CANYON,20.0,WTE,LANDFILL GAS,STEAM TURBINE,OPERATIONAL,NEWPORT BEACH+CA,33.6189101,-117.9289469
1116,ORMESA GEOTHERMAL II,24.0,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
1117,GEM II,18.5,GEOTHERMAL,HYDROTHERMAL,DOUBLE FLASH CYCLE,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
1118,GEM III,18.0,GEOTHERMAL,HYDROTHERMAL,DOUBLE FLASH CYCLE,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
1119,ORMESA GEOTHERMAL I,22.4,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
1120,ORMESA IE,14.4,GEOTHERMAL,HYDROTHERMAL,BINARY CYCLE,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
1121,ORMESA IH,14.4,GEOTHERMAL,HYDROTHERMAL,BINARY CYCLE,OPERATIONAL,HOLTVILLE+CA,32.8111612,-115.3802643
1122,SECOND IMPERIAL GEO.,80.0,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,HEBER+CA,32.7308911,-115.529718
